"excel_file_name","id","sex","dob","doe","age_months","age_years","age_years_group","location","percentage_correct","ses","within_id","twins","item","acc","subj_acc","quartile","bigger_places","places","length_diff","one_digit_diff_not_zero","transposition","inserting_zero","e3_categories","category","left_num","right_num","left_number_range","right_number_range","item_comparison_unordered","item_comparison","item_type","task"
"Digit Training/sheet: data",27,"F","2/7/06","3/15/10",49.24342105,4.103618421,4,"Lab",70,NA,"2/7/06 3/15/10 F Lab","n","6040 v 6400",0,0.7,3,4,"4v4","n","n","y","n","4d_trans","M-SP-with-T",6040,6400,"thousand","thousand","thousand_thousand","thousand_thousand","Transposition","More"
"Digit Training/sheet: data",34,"M","7/4/04","3/15/10",68.42105263,5.701754386,5,"Lab",60,NA,"7/4/04 3/15/10 M Lab","n","6040 v 6400",0,0.6,2,4,"4v4","n","n","y","n","4d_trans","M-SP-with-T",6040,6400,"thousand","thousand","thousand_thousand","thousand_thousand","Transposition","More"
"Digit Training/sheet: data",41,"F","12/28/05","3/11/10",50.46052632,4.20504386,4,"Lab",65,NA,"12/28/05 3/11/10 F Lab","n","6040 v 6400",0,0.65,2,4,"4v4","n","n","y","n","4d_trans","M-SP-with-T",6040,6400,"thousand","thousand","thousand_thousand","thousand_thousand","Transposition","More"
"Digit Training/sheet: data",48,"M","12/31/03","3/10/10",74.375,6.197916667,6,"Lab",85,NA,"12/31/03 3/10/10 M Lab","n","6040 v 6400",0,0.85,4,4,"4v4","n","n","y","n","4d_trans","M-SP-with-T",6040,6400,"thousand","thousand","thousand_thousand","thousand_thousand","Transposition","More"
"Digit Training/sheet: data",55,"F","2/7/05","3/9/10",61.05263158,5.087719298,5,"Lab",80,NA,"2/7/05 3/9/10 F Lab","n","6040 v 6400",0,0.8,3,4,"4v4","n","n","y","n","4d_trans","M-SP-with-T",6040,6400,"thousand","thousand","thousand_thousand","thousand_thousand","Transposition","More"
"Digit Training/sheet: data",69,"M","12/1/04","3/3/10",63.09210526,5.257675439,5,"Lab",60,NA,"12/1/04 3/3/10 M Lab","n","6040 v 6400",1,0.6,2,4,"4v4","n","n","y","n","4d_trans","M-SP-with-T",6040,6400,"thousand","thousand","thousand_thousand","thousand_thousand","Transposition","More"
"Digit Training/sheet: data",104,"M","7/1/04","3/23/10",68.78289474,5.731907895,5,"Lab",70,NA,"7/1/04 3/23/10 M Lab","n","6040 v 6400",1,0.7,3,4,"4v4","n","n","y","n","4d_trans","M-SP-with-T",6040,6400,"thousand","thousand","thousand_thousand","thousand_thousand","Transposition","More"
"Digit Training/sheet: data",111,"M","1/6/05","4/6/10",63.02631579,5.252192982,5,"Lab",85,NA,"1/6/05 4/6/10 M Lab","n","6040 v 6400",1,0.85,4,4,"4v4","n","n","y","n","4d_trans","M-SP-with-T",6040,6400,"thousand","thousand","thousand_thousand","thousand_thousand","Transposition","More"
"Digit Training/sheet: data",118,"F","7/12/03","3/31/10",80.72368421,6.726973684,6,"Lab",100,NA,"7/12/03 3/31/10 F Lab","n","6040 v 6400",1,1,4,4,"4v4","n","n","y","n","4d_trans","M-SP-with-T",6040,6400,"thousand","thousand","thousand_thousand","thousand_thousand","Transposition","More"
"Digit Training/sheet: data",172,"M","10/19/05","4/14/10",53.88157895,4.490131579,4,"Lab",70,NA,"10/19/05 4/14/10 M Lab","n","6040 v 6400",1,0.7,3,4,"4v4","n","n","y","n","4d_trans","M-SP-with-T",6040,6400,"thousand","thousand","thousand_thousand","thousand_thousand","Transposition","More"
"Digit Training/sheet: data",186,"F","5/7/04","4/16/10",71.38157895,5.948464912,5,"Lab",85,NA,"5/7/04 4/16/10 F Lab","n","6040 v 6400",1,0.85,4,4,"4v4","n","n","y","n","4d_trans","M-SP-with-T",6040,6400,"thousand","thousand","thousand_thousand","thousand_thousand","Transposition","More"
"Digit Training/sheet: data",228,"F","5/26/05","4/26/10",59.07894737,4.923245614,4,"Lab",80,NA,"5/26/05 4/26/10 F Lab","n","6040 v 6400",1,0.8,3,4,"4v4","n","n","y","n","4d_trans","M-SP-with-T",6040,6400,"thousand","thousand","thousand_thousand","thousand_thousand","Transposition","More"
"Digit Training/sheet: data",235,"M","5/13/04","4/27/10",71.54605263,5.962171053,5,"Lab",85,NA,"5/13/04 4/27/10 M Lab","n","6040 v 6400",1,0.85,4,4,"4v4","n","n","y","n","4d_trans","M-SP-with-T",6040,6400,"thousand","thousand","thousand_thousand","thousand_thousand","Transposition","More"
"Digit Training/sheet: data",242,"M","12/3/05","5/17/10",53.48684211,4.457236842,4,"Lab",75,NA,"12/3/05 5/17/10 M Lab","n","6040 v 6400",1,0.75,3,4,"4v4","n","n","y","n","4d_trans","M-SP-with-T",6040,6400,"thousand","thousand","thousand_thousand","thousand_thousand","Transposition","More"
"Digit Training/sheet: data",249,"F","7/9/05","5/17/10",58.32236842,4.860197368,4,"Lab",65,NA,"7/9/05 5/17/10 F Lab","n","6040 v 6400",0,0.65,2,4,"4v4","n","n","y","n","4d_trans","M-SP-with-T",6040,6400,"thousand","thousand","thousand_thousand","thousand_thousand","Transposition","More"
"Digit Training/sheet: data",265,"F","7/15/05","5/20/10",58.22368421,4.851973684,4,"Lab",60,NA,"7/15/05 5/20/10 F Lab","n","6040 v 6400",0,0.6,2,4,"4v4","n","n","y","n","4d_trans","M-SP-with-T",6040,6400,"thousand","thousand","thousand_thousand","thousand_thousand","Transposition","More"
"Digit Training/sheet: data",270,"M","8/11/03","5/20/10",81.38157895,6.781798246,6,"Lab",95,NA,"8/11/03 5/20/10 M Lab","n","6040 v 6400",1,0.95,4,4,"4v4","n","n","y","n","4d_trans","M-SP-with-T",6040,6400,"thousand","thousand","thousand_thousand","thousand_thousand","Transposition","More"
"Digit Training/sheet: data",275,"F","9/17/03","5/20/10",80.16447368,6.680372807,6,"Lab",95,NA,"9/17/03 5/20/10 F Lab","n","6040 v 6400",0,0.95,4,4,"4v4","n","n","y","n","4d_trans","M-SP-with-T",6040,6400,"thousand","thousand","thousand_thousand","thousand_thousand","Transposition","More"
"Digit Training/sheet: data",280,"F","9/13/03","5/28/10",80.55921053,6.713267544,6,"Lab",90,NA,"9/13/03 5/28/10 F Lab","n","6040 v 6400",0,0.9,4,4,"4v4","n","n","y","n","4d_trans","M-SP-with-T",6040,6400,"thousand","thousand","thousand_thousand","thousand_thousand","Transposition","More"
"Digit Training/sheet: data",285,"F","9/12/03","6/2/10",80.75657895,6.729714912,6,"Lab",100,NA,"9/12/03 6/2/10 F Lab","n","6040 v 6400",1,1,4,4,"4v4","n","n","y","n","4d_trans","M-SP-with-T",6040,6400,"thousand","thousand","thousand_thousand","thousand_thousand","Transposition","More"
"Digit Training/sheet: data",290,"M","9/16/03","6/2/10",80.625,6.71875,6,"Lab",95,NA,"9/16/03 6/2/10 M Lab","n","6040 v 6400",0,0.95,4,4,"4v4","n","n","y","n","4d_trans","M-SP-with-T",6040,6400,"thousand","thousand","thousand_thousand","thousand_thousand","Transposition","More"
"Digit Training/sheet: data",295,"M","9/9/03","6/2/10",80.85526316,6.737938596,6,"Lab",80,NA,"9/9/03 6/2/10 M Lab","n","6040 v 6400",1,0.8,3,4,"4v4","n","n","y","n","4d_trans","M-SP-with-T",6040,6400,"thousand","thousand","thousand_thousand","thousand_thousand","Transposition","More"
"Digit Training/sheet: data",300,"F","1/30/04","6/3/10",76.18421053,6.348684211,6,"Lab",95,NA,"1/30/04 6/3/10 F Lab","n","6040 v 6400",1,0.95,4,4,"4v4","n","n","y","n","4d_trans","M-SP-with-T",6040,6400,"thousand","thousand","thousand_thousand","thousand_thousand","Transposition","More"
"Digit Training/sheet: data",311,"M","6/21/04","6/30/10",72.36842105,6.030701754,6,"Lab",70,NA,"6/21/04 6/30/10 M Lab","n","6040 v 6400",0,0.7,3,4,"4v4","n","n","y","n","4d_trans","M-SP-with-T",6040,6400,"thousand","thousand","thousand_thousand","thousand_thousand","Transposition","More"
"Digit Training/sheet: data",316,"F","6/4/04","7/2/10",72.99342105,6.082785088,6,"Lab",95,NA,"6/4/04 7/2/10 F Lab","n","6040 v 6400",1,0.95,4,4,"4v4","n","n","y","n","4d_trans","M-SP-with-T",6040,6400,"thousand","thousand","thousand_thousand","thousand_thousand","Transposition","More"
"Digit Training/sheet: data",320,"M","6/9/04","7/2/10",72.82894737,6.069078947,6,"Lab",100,NA,"6/9/04 7/2/10 M Lab","n","6040 v 6400",1,1,4,4,"4v4","n","n","y","n","4d_trans","M-SP-with-T",6040,6400,"thousand","thousand","thousand_thousand","thousand_thousand","Transposition","More"
"Digit Training/sheet: data",324,"F","6/29/04","7/7/10",72.33552632,6.027960526,6,"Lab",90,NA,"6/29/04 7/7/10 F Lab","n","6040 v 6400",1,0.9,4,4,"4v4","n","n","y","n","4d_trans","M-SP-with-T",6040,6400,"thousand","thousand","thousand_thousand","thousand_thousand","Transposition","More"
"Digit Training/sheet: data",328,"M","7/29/04","8/27/10",73.02631579,6.085526316,6,"Lab",100,NA,"7/29/04 8/27/10 M Lab","n","6040 v 6400",1,1,4,4,"4v4","n","n","y","n","4d_trans","M-SP-with-T",6040,6400,"thousand","thousand","thousand_thousand","thousand_thousand","Transposition","More"
"Digit Training/sheet: data",332,"F","5/8/05","8/26/10",63.68421053,5.307017544,5,"Lab",65,NA,"5/8/05 8/26/10 F Lab","n","6040 v 6400",0,0.65,2,4,"4v4","n","n","y","n","4d_trans","M-SP-with-T",6040,6400,"thousand","thousand","thousand_thousand","thousand_thousand","Transposition","More"
"Digit Training/sheet: data",340,"F","5/26/04","8/30/10",75.23026316,6.269188596,6,"Lab",95,NA,"5/26/04 8/30/10 F Lab","n","6040 v 6400",0,0.95,4,4,"4v4","n","n","y","n","4d_trans","M-SP-with-T",6040,6400,"thousand","thousand","thousand_thousand","thousand_thousand","Transposition","More"
"Digit Training/sheet: data",343,"F","5/7/04","9/1/10",75.92105263,6.326754386,6,"Lab",95,NA,"5/7/04 9/1/10 F Lab","n","6040 v 6400",0,0.95,4,4,"4v4","n","n","y","n","4d_trans","M-SP-with-T",6040,6400,"thousand","thousand","thousand_thousand","thousand_thousand","Transposition","More"
"Digit Training/sheet: data",346,"F","10/25/04","9/2/10",70.32894737,5.860745614,5,"Lab",90,NA,"10/25/04 9/2/10 F Lab","n","6040 v 6400",1,0.9,4,4,"4v4","n","n","y","n","4d_trans","M-SP-with-T",6040,6400,"thousand","thousand","thousand_thousand","thousand_thousand","Transposition","More"
"Digit Training/sheet: data",349,"M","8/2/04","9/7/10",73.25657895,6.104714912,6,"Lab",100,NA,"8/2/04 9/7/10 M Lab","n","6040 v 6400",1,1,4,4,"4v4","n","n","y","n","4d_trans","M-SP-with-T",6040,6400,"thousand","thousand","thousand_thousand","thousand_thousand","Transposition","More"
"Digit Training/sheet: data",352,"F","3/24/04","9/7/10",77.56578947,6.463815789,6,"Lab",90,NA,"3/24/04 9/7/10 F Lab","n","6040 v 6400",0,0.9,4,4,"4v4","n","n","y","n","4d_trans","M-SP-with-T",6040,6400,"thousand","thousand","thousand_thousand","thousand_thousand","Transposition","More"
"Digit Training/sheet: data",358,"F","7/27/04","9/14/10",73.68421053,6.140350877,6,"Lab",85,NA,"7/27/04 9/14/10 F Lab","n","6040 v 6400",1,0.85,4,4,"4v4","n","n","y","n","4d_trans","M-SP-with-T",6040,6400,"thousand","thousand","thousand_thousand","thousand_thousand","Transposition","More"
"Digit Training/sheet: data",361,"F","3/12/04","9/15/10",78.22368421,6.518640351,6,"Lab",100,NA,"3/12/04 9/15/10 F Lab","n","6040 v 6400",1,1,4,4,"4v4","n","n","y","n","4d_trans","M-SP-with-T",6040,6400,"thousand","thousand","thousand_thousand","thousand_thousand","Transposition","More"
"Digit Training/sheet: data",367,"F","1/6/04","9/15/10",80.39473684,6.699561404,6,"Lab",90,NA,"1/6/04 9/15/10 F Lab","n","6040 v 6400",1,0.9,4,4,"4v4","n","n","y","n","4d_trans","M-SP-with-T",6040,6400,"thousand","thousand","thousand_thousand","thousand_thousand","Transposition","More"
"Digit Training/sheet: data",373,"M","7/8/05","9/20/10",62.5,5.208333333,5,"Lab",70,NA,"7/8/05 9/20/10 M Lab","n","6040 v 6400",1,0.7,3,4,"4v4","n","n","y","n","4d_trans","M-SP-with-T",6040,6400,"thousand","thousand","thousand_thousand","thousand_thousand","Transposition","More"
"Digit Training/sheet: data",376,"M","6/21/05","9/20/10",63.05921053,5.254934211,5,"Lab",65,NA,"6/21/05 9/20/10 M Lab","n","6040 v 6400",0,0.65,2,4,"4v4","n","n","y","n","4d_trans","M-SP-with-T",6040,6400,"thousand","thousand","thousand_thousand","thousand_thousand","Transposition","More"
"Digit Training/sheet: data",379,"F","6/29/06","9/21/10",50.82236842,4.235197368,4,"Lab",80,NA,"6/29/06 9/21/10 F Lab","n","6040 v 6400",1,0.8,3,4,"4v4","n","n","y","n","4d_trans","M-SP-with-T",6040,6400,"thousand","thousand","thousand_thousand","thousand_thousand","Transposition","More"
"Digit Training/sheet: data",382,"M","7/14/04","9/21/10",74.34210526,6.195175439,6,"Lab",100,NA,"7/14/04 9/21/10 M Lab","n","6040 v 6400",1,1,4,4,"4v4","n","n","y","n","4d_trans","M-SP-with-T",6040,6400,"thousand","thousand","thousand_thousand","thousand_thousand","Transposition","More"
"Digit Training/sheet: data",388,"F","7/8/05","9/22/10",62.56578947,5.213815789,5,"Lab",80,NA,"7/8/05 9/22/10 F Lab","n","6040 v 6400",1,0.8,3,4,"4v4","n","n","y","n","4d_trans","M-SP-with-T",6040,6400,"thousand","thousand","thousand_thousand","thousand_thousand","Transposition","More"
"Digit Training/sheet: data",396,"M","1/14/04","9/24/10",80.42763158,6.702302632,6,"Lab",95,NA,"1/14/04 9/24/10 M Lab","n","6040 v 6400",1,0.95,4,4,"4v4","n","n","y","n","4d_trans","M-SP-with-T",6040,6400,"thousand","thousand","thousand_thousand","thousand_thousand","Transposition","More"
"Digit Training/sheet: data",403,"M","6/23/05","9/27/10",63.22368421,5.268640351,5,"Lab",80,NA,"6/23/05 9/27/10 M Lab","n","6040 v 6400",1,0.8,3,4,"4v4","n","n","y","n","4d_trans","M-SP-with-T",6040,6400,"thousand","thousand","thousand_thousand","thousand_thousand","Transposition","More"
"Digit Training/sheet: data",405,"F","6/4/04","9/28/10",75.88815789,6.324013158,6,"Lab",80,NA,"6/4/04 9/28/10 F Lab","n","6040 v 6400",0,0.8,3,4,"4v4","n","n","y","n","4d_trans","M-SP-with-T",6040,6400,"thousand","thousand","thousand_thousand","thousand_thousand","Transposition","More"
"Digit Training/sheet: data",409,"F","7/15/05","9/29/10",62.56578947,5.213815789,5,"Lab",70,NA,"7/15/05 9/29/10 F Lab","n","6040 v 6400",1,0.7,3,4,"4v4","n","n","y","n","4d_trans","M-SP-with-T",6040,6400,"thousand","thousand","thousand_thousand","thousand_thousand","Transposition","More"
"Digit Training/sheet: data",411,"F","6/22/06","10/5/10",51.51315789,4.292763158,4,"Lab",65,NA,"6/22/06 10/5/10 F Lab","n","6040 v 6400",1,0.65,2,4,"4v4","n","n","y","n","4d_trans","M-SP-with-T",6040,6400,"thousand","thousand","thousand_thousand","thousand_thousand","Transposition","More"
"Digit Training/sheet: data",413,"M","12/13/03","10/5/10",81.84210526,6.820175439,6,"Lab",75,NA,"12/13/03 10/5/10 M Lab","n","6040 v 6400",0,0.75,3,4,"4v4","n","n","y","n","4d_trans","M-SP-with-T",6040,6400,"thousand","thousand","thousand_thousand","thousand_thousand","Transposition","More"
"Digit Training/sheet: data",414,"M","4/15/06","10/6/10",53.78289474,4.481907895,4,"Lab",85,NA,"4/15/06 10/6/10 M Lab","n","6040 v 6400",0,0.85,4,4,"4v4","n","n","y","n","4d_trans","M-SP-with-T",6040,6400,"thousand","thousand","thousand_thousand","thousand_thousand","Transposition","More"
"Digit Training/sheet: data",418,"M","6/21/05","10/7/10",63.61842105,5.301535088,5,"Lab",80,NA,"6/21/05 10/7/10 M Lab","n","6040 v 6400",0,0.8,3,4,"4v4","n","n","y","n","4d_trans","M-SP-with-T",6040,6400,"thousand","thousand","thousand_thousand","thousand_thousand","Transposition","More"
"Digit Training/sheet: data",426,"M","9/29/06","10/14/10",48.55263158,4.046052632,4,"Lab",75,NA,"9/29/06 10/14/10 M Lab","n","6040 v 6400",1,0.75,3,4,"4v4","n","n","y","n","4d_trans","M-SP-with-T",6040,6400,"thousand","thousand","thousand_thousand","thousand_thousand","Transposition","More"
"Digit Training/sheet: data",428,"F","1/28/06","10/26/10",56.97368421,4.747807018,4,"Lab",60,NA,"1/28/06 10/26/10 F Lab","n","6040 v 6400",0,0.6,2,4,"4v4","n","n","y","n","4d_trans","M-SP-with-T",6040,6400,"thousand","thousand","thousand_thousand","thousand_thousand","Transposition","More"
"Digit Training/sheet: data",438,"F","9/13/04","10/25/10",73.45394737,6.121162281,6,"Lab",90,NA,"9/13/04 10/25/10 F Lab","n","6040 v 6400",1,0.9,4,4,"4v4","n","n","y","n","4d_trans","M-SP-with-T",6040,6400,"thousand","thousand","thousand_thousand","thousand_thousand","Transposition","More"
"Digit Training/sheet: data",5,"M","10/1/03","2/26/10",76.97368421,6.414473684,6,"Lab",85,NA,"10/1/03 2/26/10 M Lab","n","7300 v 7003",1,0.85,4,4,"4v4","n","n","y","n","4d_trans","M-SP-with-T",7300,7003,"thousand","thousand","thousand_thousand","thousand_thousand","Transposition","More"
"Digit Training/sheet: data",12,"M","1/10/05","3/8/10",61.94078947,5.161732456,5,"Lab",100,NA,"1/10/05 3/8/10 M Lab","n","7300 v 7003",1,1,4,4,"4v4","n","n","y","n","4d_trans","M-SP-with-T",7300,7003,"thousand","thousand","thousand_thousand","thousand_thousand","Transposition","More"
"Digit Training/sheet: data",20,"M","9/30/04","3/11/10",65.39473684,5.449561404,5,"Lab",75,NA,"9/30/04 3/11/10 M Lab","n","7300 v 7003",1,0.75,3,4,"4v4","n","n","y","n","4d_trans","M-SP-with-T",7300,7003,"thousand","thousand","thousand_thousand","thousand_thousand","Transposition","More"
"Digit Training/sheet: data",27,"F","2/7/06","3/15/10",49.24342105,4.103618421,4,"Lab",70,NA,"2/7/06 3/15/10 F Lab","n","7300 v 7003",1,0.7,3,4,"4v4","n","n","y","n","4d_trans","M-SP-with-T",7300,7003,"thousand","thousand","thousand_thousand","thousand_thousand","Transposition","More"
"Digit Training/sheet: data",34,"M","7/4/04","3/15/10",68.42105263,5.701754386,5,"Lab",60,NA,"7/4/04 3/15/10 M Lab","n","7300 v 7003",0,0.6,2,4,"4v4","n","n","y","n","4d_trans","M-SP-with-T",7300,7003,"thousand","thousand","thousand_thousand","thousand_thousand","Transposition","More"
"Digit Training/sheet: data",41,"F","12/28/05","3/11/10",50.46052632,4.20504386,4,"Lab",65,NA,"12/28/05 3/11/10 F Lab","n","7300 v 7003",0,0.65,2,4,"4v4","n","n","y","n","4d_trans","M-SP-with-T",7300,7003,"thousand","thousand","thousand_thousand","thousand_thousand","Transposition","More"
"Digit Training/sheet: data",48,"M","12/31/03","3/10/10",74.375,6.197916667,6,"Lab",85,NA,"12/31/03 3/10/10 M Lab","n","7300 v 7003",1,0.85,4,4,"4v4","n","n","y","n","4d_trans","M-SP-with-T",7300,7003,"thousand","thousand","thousand_thousand","thousand_thousand","Transposition","More"
"Digit Training/sheet: data",55,"F","2/7/05","3/9/10",61.05263158,5.087719298,5,"Lab",80,NA,"2/7/05 3/9/10 F Lab","n","7300 v 7003",1,0.8,3,4,"4v4","n","n","y","n","4d_trans","M-SP-with-T",7300,7003,"thousand","thousand","thousand_thousand","thousand_thousand","Transposition","More"
"Digit Training/sheet: data",69,"M","12/1/04","3/3/10",63.09210526,5.257675439,5,"Lab",60,NA,"12/1/04 3/3/10 M Lab","n","7300 v 7003",0,0.6,2,4,"4v4","n","n","y","n","4d_trans","M-SP-with-T",7300,7003,"thousand","thousand","thousand_thousand","thousand_thousand","Transposition","More"
"Digit Training/sheet: data",104,"M","7/1/04","3/23/10",68.78289474,5.731907895,5,"Lab",70,NA,"7/1/04 3/23/10 M Lab","n","7300 v 7003",1,0.7,3,4,"4v4","n","n","y","n","4d_trans","M-SP-with-T",7300,7003,"thousand","thousand","thousand_thousand","thousand_thousand","Transposition","More"
"Digit Training/sheet: data",111,"M","1/6/05","4/6/10",63.02631579,5.252192982,5,"Lab",85,NA,"1/6/05 4/6/10 M Lab","n","7300 v 7003",0,0.85,4,4,"4v4","n","n","y","n","4d_trans","M-SP-with-T",7300,7003,"thousand","thousand","thousand_thousand","thousand_thousand","Transposition","More"
"Digit Training/sheet: data",118,"F","7/12/03","3/31/10",80.72368421,6.726973684,6,"Lab",100,NA,"7/12/03 3/31/10 F Lab","n","7300 v 7003",1,1,4,4,"4v4","n","n","y","n","4d_trans","M-SP-with-T",7300,7003,"thousand","thousand","thousand_thousand","thousand_thousand","Transposition","More"
"Digit Training/sheet: data",172,"M","10/19/05","4/14/10",53.88157895,4.490131579,4,"Lab",70,NA,"10/19/05 4/14/10 M Lab","n","7300 v 7003",0,0.7,3,4,"4v4","n","n","y","n","4d_trans","M-SP-with-T",7300,7003,"thousand","thousand","thousand_thousand","thousand_thousand","Transposition","More"
"Digit Training/sheet: data",186,"F","5/7/04","4/16/10",71.38157895,5.948464912,5,"Lab",85,NA,"5/7/04 4/16/10 F Lab","n","7300 v 7003",1,0.85,4,4,"4v4","n","n","y","n","4d_trans","M-SP-with-T",7300,7003,"thousand","thousand","thousand_thousand","thousand_thousand","Transposition","More"
"Digit Training/sheet: data",228,"F","5/26/05","4/26/10",59.07894737,4.923245614,4,"Lab",80,NA,"5/26/05 4/26/10 F Lab","n","7300 v 7003",1,0.8,3,4,"4v4","n","n","y","n","4d_trans","M-SP-with-T",7300,7003,"thousand","thousand","thousand_thousand","thousand_thousand","Transposition","More"
"Digit Training/sheet: data",235,"M","5/13/04","4/27/10",71.54605263,5.962171053,5,"Lab",85,NA,"5/13/04 4/27/10 M Lab","n","7300 v 7003",0,0.85,4,4,"4v4","n","n","y","n","4d_trans","M-SP-with-T",7300,7003,"thousand","thousand","thousand_thousand","thousand_thousand","Transposition","More"
"Digit Training/sheet: data",242,"M","12/3/05","5/17/10",53.48684211,4.457236842,4,"Lab",75,NA,"12/3/05 5/17/10 M Lab","n","7300 v 7003",1,0.75,3,4,"4v4","n","n","y","n","4d_trans","M-SP-with-T",7300,7003,"thousand","thousand","thousand_thousand","thousand_thousand","Transposition","More"
"Digit Training/sheet: data",249,"F","7/9/05","5/17/10",58.32236842,4.860197368,4,"Lab",65,NA,"7/9/05 5/17/10 F Lab","n","7300 v 7003",0,0.65,2,4,"4v4","n","n","y","n","4d_trans","M-SP-with-T",7300,7003,"thousand","thousand","thousand_thousand","thousand_thousand","Transposition","More"
